,loss,accuracy,mean_iou,dice_coef,f1_score
0,0.1271291971206665,0.87152099609375,0.4994087219238281,0.7457301616668701,0.3176053464412689
1,0.21999269723892212,0.7777099609375,0.4207523465156555,0.6523895859718323,0.3448832929134369
2,0.3973103165626526,0.5985107421875,0.28679773211479187,0.20075227320194244,0.1013963595032692
3,0.3000772297382355,0.696533203125,0.35784345865249634,0.4670216143131256,0.23448273539543152
4,0.37838929891586304,0.61822509765625,0.2978735566139221,0.4722638428211212,0.3558454215526581
5,0.236271932721138,0.7620849609375,0.3643715977668762,0.5304980874061584,0.2457304745912552
6,0.08243758976459503,0.91754150390625,0.6731418371200562,0.8950228691101074,0.5252924561500549
7,0.34574535489082336,0.6497802734375,0.28322073817253113,0.4902963936328888,0.2974124252796173
8,0.39330828189849854,0.6015625,0.34884434938430786,0.40370234847068787,0.4117874801158905
9,0.03069380670785904,0.96905517578125,0.8251466751098633,0.9607173800468445,0.5505374073982239
10,0.2983967065811157,0.697998046875,0.3304276466369629,0.2233235239982605,0.0823969915509224
11,0.3087691068649292,0.68719482421875,0.3473498225212097,0.4900181293487549,0.261091023683548
12,0.14646707475185394,0.8524169921875,0.4843519330024719,0.6281384825706482,0.22270432114601135
13,0.5765590667724609,0.41668701171875,0.17833280563354492,0.19920507073402405,0.14471745491027832
14,0.27472013235092163,0.72265625,0.4138036370277405,0.657985270023346,0.42294731736183167
15,0.3744656443595886,0.62091064453125,0.30552664399147034,0.1577119678258896,0.07699529826641083
16,0.03803937882184982,0.96209716796875,0.7779325842857361,0.9358776211738586,0.45637834072113037
17,0.16672879457473755,0.83154296875,0.48323094844818115,0.7932155132293701,0.49162212014198303
18,0.1974301040172577,0.80029296875,0.4381561279296875,0.6306765079498291,0.2930665910243988
19,0.23697763681411743,0.76080322265625,0.4419686496257782,0.7695960402488708,0.5744365453720093
20,0.16672879457473755,0.83154296875,0.48323094844818115,0.7932155132293701,0.49162212014198303
21,0.3000772297382355,0.696533203125,0.35784345865249634,0.4670216143131256,0.23448273539543152
22,0.030693810433149338,0.96905517578125,0.8251466751098633,0.9607173800468445,0.5505374073982239
23,0.1271291971206665,0.87152099609375,0.4994087219238281,0.7457301616668701,0.3176053464412689
24,0.3744656443595886,0.62091064453125,0.30552664399147034,0.1577119678258896,0.07699529826641083
25,0.14646707475185394,0.8524169921875,0.4843519330024719,0.6281384825706482,0.22270432114601135
26,0.39330828189849854,0.6015625,0.34884434938430786,0.40370234847068787,0.4117874801158905
27,0.03803937882184982,0.96209716796875,0.7779325842857361,0.9358776211738586,0.45637834072113037
28,0.23697763681411743,0.76080322265625,0.4419686496257782,0.7695960402488708,0.5744365453720093
29,0.37838929891586304,0.61822509765625,0.2978735566139221,0.4722638428211212,0.3558454215526581
