,loss,accuracy,mean_iou,dice_coef,f1_score
0,0.03276188671588898,0.96722412109375,0.9078776240348816,0.9485198259353638,0.4915526807308197
1,0.04619884118437767,0.95367431640625,0.8889478445053101,0.9461239576339722,0.606269359588623
2,0.1453927606344223,0.85302734375,0.7722938060760498,0.8494336605072021,0.6902753114700317
3,0.05817953497171402,0.94134521484375,0.8677313327789307,0.9330360293388367,0.6126422882080078
4,0.16135141253471375,0.83740234375,0.7611182928085327,0.8556559085845947,0.7653818130493164
5,0.18502385914325714,0.81317138671875,0.740050196647644,0.7819409370422363,0.6560577154159546
6,0.0312834158539772,0.96856689453125,0.8806425929069519,0.9640312194824219,0.6112899780273438
7,0.08508157730102539,0.9141845703125,0.8107506036758423,0.9168659448623657,0.6874949336051941
8,0.20550452172756195,0.79278564453125,0.7177203297615051,0.7891483306884766,0.7321338057518005
9,0.030426714569330215,0.9693603515625,0.9162043929100037,0.9633387923240662,0.5998973846435547
10,0.0288794357329607,0.97076416015625,0.8991006016731262,0.958810031414032,0.5335421562194824
11,0.052610184997320175,0.94683837890625,0.8796706199645996,0.945032000541687,0.6722851991653442
12,0.03276628255844116,0.96734619140625,0.9158152341842651,0.9411566257476807,0.44877859950065613
13,0.03635087236762047,0.96331787109375,0.9178780317306519,0.9721271395683289,0.8010244369506836
14,0.053720880299806595,0.94598388671875,0.8603483438491821,0.9503318071365356,0.7087519764900208
15,0.17646043002605438,0.822021484375,0.6790052652359009,0.8093584775924683,0.6895420551300049
16,0.14168138802051544,0.8580322265625,0.8391271829605103,0.8032854199409485,0.5943116545677185
17,0.15073233842849731,0.8487548828125,0.6296176314353943,0.8426370024681091,0.6482962965965271
18,0.1132751852273941,0.88592529296875,0.8338390588760376,0.8627703189849854,0.6355762481689453
19,0.07408284395933151,0.9254150390625,0.7752237915992737,0.940130352973938,0.7607124447822571
20,0.15073233842849731,0.8487548828125,0.6296176314353943,0.8426370024681091,0.6482962965965271
21,0.05817953869700432,0.94134521484375,0.8677313327789307,0.9330360293388367,0.6126422882080078
22,0.030426714569330215,0.9693603515625,0.9162043929100037,0.9633387923240662,0.5998973846435547
23,0.03276188671588898,0.96722412109375,0.9078776240348816,0.9485198259353638,0.4915526807308197
24,0.17646043002605438,0.822021484375,0.6790052652359009,0.8093584775924683,0.6895420551300049
25,0.03276628255844116,0.96734619140625,0.9158152341842651,0.9411566257476807,0.44877859950065613
26,0.20550452172756195,0.79278564453125,0.7177203297615051,0.7891483306884766,0.7321338057518005
27,0.14168138802051544,0.8580322265625,0.8391271829605103,0.8032854199409485,0.5943116545677185
28,0.07408285140991211,0.9254150390625,0.7752237915992737,0.940130352973938,0.7607124447822571
29,0.16135141253471375,0.83740234375,0.7611182928085327,0.8556559085845947,0.7653818130493164
